Name,Season,ThreePointers,ThreePointersAttempted,ThreePointersMissed,ThreePointersMadePct
Anthony Morrow,2011.0,110,260,150,0.4230769230769231
Anthony Morrow,2012.0,106,286,180,0.3706293706293706
Anthony Morrow,2013.0,16,43,27,0.37209302325581395
Anthony Morrow,2014.0,88,195,107,0.4512820512820513
Anthony Morrow,2015.0,141,325,184,0.4338461538461538
Anthony Morrow,2016.0,84,218,134,0.3853211009174312
Anthony Morrow,2017.0,41,133,92,0.3082706766917293
Anthony Parker,2007.0,123,281,158,0.4377224199288256
Anthony Parker,2008.0,138,321,183,0.42990654205607476
Anthony Parker,2009.0,94,241,147,0.3900414937759336
Anthony Parker,2010.0,128,305,177,0.419672131147541
Anthony Parker,2011.0,86,227,141,0.3788546255506608
Anthony Parker,2012.0,50,138,88,0.36231884057971014
Anthony Peeler,2004.0,75,167,92,0.4491017964071856
Anthony Peeler,2005.0,25,68,43,0.36764705882352944
Anthony Randolph,2009.0,0,4,4,0.0
Anthony Randolph,2010.0,1,5,4,0.2
Anthony Randolph,2011.0,1,4,3,0.25
Anthony Randolph,2012.0,0,1,1,0.0
Anthony Randolph,2013.0,0,8,8,0.0
Anthony Randolph,2014.0,18,61,43,0.29508196721311475
Anthony Roberson,2006.0,5,10,5,0.5
Anthony Roberson,2007.0,21,55,34,0.38181818181818183
Anthony Roberson,2009.0,28,83,55,0.3373493975903614
Anthony Tolliver,2009.0,9,41,32,0.21951219512195122
Anthony Tolliver,2010.0,50,152,102,0.32894736842105265
Anthony Tolliver,2011.0,47,115,68,0.40869565217391307
Anthony Tolliver,2012.0,25,101,76,0.24752475247524752
Anthony Tolliver,2013.0,52,144,92,0.3611111111111111
Anthony Tolliver,2014.0,103,249,146,0.41365461847389556
Anthony Tolliver,2015.0,106,290,184,0.36551724137931035
Anthony Tolliver,2016.0,98,274,176,0.35766423357664234
Anthony Tolliver,2017.0,90,229,139,0.3930131004366812
Anthony Tolliver,2018.0,159,365,206,0.43561643835616437
Anthony Tolliver,2019.0,81,215,134,0.3767441860465116
Anthony Tolliver,2020.0,50,147,97,0.3401360544217687
Anthony Tolliver,2021.0,4,14,10,0.2857142857142857
Antoine Walker,2004.0,78,309,231,0.2524271844660194
Antoine Walker,2005.0,117,360,243,0.325
Antoine Walker,2006.0,185,531,346,0.3483992467043315
Antoine Walker,2007.0,92,321,229,0.2866043613707165
Antoine Walker,2008.0,61,188,127,0.324468085106383
Antoine Wright,2006.0,1,15,14,0.06666666666666667
Antoine Wright,2007.0,22,65,43,0.3384615384615385
Antoine Wright,2008.0,32,110,78,0.2909090909090909
Antoine Wright,2009.0,53,170,117,0.31176470588235294
Antoine Wright,2010.0,58,173,115,0.3352601156069364
Antoine Wright,2011.0,0,4,4,0.0
Antonio Blakeney,2018.0,15,52,37,0.28846153846153844
Antonio Blakeney,2019.0,36,91,55,0.3956043956043956
Antonio Burks,2005.0,3,11,8,0.2727272727272727
Antonio Burks,2006.0,1,6,5,0.16666666666666666
Antonio Daniels,2004.0,42,116,74,0.3620689655172414
Antonio Daniels,2005.0,53,179,126,0.29608938547486036
Antonio Daniels,2006.0,26,110,84,0.23636363636363636
Antonio Daniels,2007.0,20,68,48,0.29411764705882354
Antonio Daniels,2008.0,18,78,60,0.23076923076923078
Antonio Daniels,2009.0,23,64,41,0.359375
Antonio Daniels,2011.0,0,2,2,0.0
Antonio Davis,2006.0,0,1,1,0.0
Antonio McDyess,2005.0,0,1,1,0.0
Antonio McDyess,2006.0,0,3,3,0.0
Antonio McDyess,2007.0,0,2,2,0.0
Antonio McDyess,2008.0,0,2,2,0.0
Antonio McDyess,2010.0,0,2,2,0.0
Antonio McDyess,2011.0,0,1,1,0.0
Antonius Cleveland,2018.0,3,4,1,0.75
Antonius Cleveland,2020.0,0,3,3,0.0
Anzejs Pasecniks,2020.0,0,3,3,0.0
Anzejs Pasecniks,2021.0,0,1,1,0.0
Archie Goodwin,2014.0,5,36,31,0.1388888888888889
Archie Goodwin,2015.0,12,41,29,0.2926829268292683
Archie Goodwin,2016.0,23,99,76,0.23232323232323232
Archie Goodwin,2017.0,5,15,10,0.3333333333333333
Armon Johnson,2011.0,5,12,7,0.4166666666666667
Armon Johnson,2012.0,1,3,2,0.3333333333333333
Armoni Brooks,2021.0,60,157,97,0.3821656050955414
Armoni Brooks,2022.0,74,253,179,0.2924901185770751
Armoni Brooks,2024.0,11,32,21,0.34375
Arnoldas Kulboka,2022.0,0,1,1,0.0
Aron Baynes,2013.0,0,1,1,0.0
Aron Baynes,2014.0,0,1,1,0.0
Aron Baynes,2015.0,1,4,3,0.25
Aron Baynes,2016.0,0,2,2,0.0
Aron Baynes,2018.0,14,44,30,0.3181818181818182
Aron Baynes,2019.0,23,67,44,0.34328358208955223
Aron Baynes,2020.0,59,168,109,0.35119047619047616
Aron Baynes,2021.0,27,103,76,0.2621359223300971
Arron Afflalo,2008.0,10,50,40,0.2
Arron Afflalo,2009.0,45,117,72,0.38461538461538464
Arron Afflalo,2010.0,114,263,149,0.43346007604562736
Arron Afflalo,2011.0,108,260,152,0.4153846153846154
Arron Afflalo,2012.0,92,241,149,0.3817427385892116
Arron Afflalo,2013.0,72,240,168,0.3
Arron Afflalo,2014.0,128,300,172,0.4266666666666667
Arron Afflalo,2015.0,119,337,218,0.35311572700296734
Arron Afflalo,2016.0,91,238,147,0.38235294117647056
Arron Afflalo,2017.0,62,151,89,0.4105960264900662
Arron Afflalo,2018.0,27,70,43,0.38571428571428573
Arvydas Macijauskas,2006.0,3,12,9,0.25
Ausar Thompson,2024.0,20,78,58,0.2564102564102564
Austin Croshere,2004.0,64,168,104,0.38095238095238093
Austin Croshere,2005.0,47,178,131,0.2640449438202247
Austin Croshere,2006.0,63,163,100,0.38650306748466257
Austin Croshere,2007.0,29,95,66,0.30526315789473685
Austin Croshere,2008.0,22,61,39,0.36065573770491804
Austin Croshere,2009.0,5,15,10,0.3333333333333333
Austin Daye,2010.0,29,95,66,0.30526315789473685
Austin Daye,2011.0,69,172,103,0.4011627906976744
Austin Daye,2012.0,13,62,49,0.20967741935483872
Austin Daye,2013.0,41,99,58,0.41414141414141414
Austin Daye,2014.0,12,37,25,0.32432432432432434
Austin Daye,2015.0,24,71,47,0.3380281690140845
Austin Reaves,2022.0,53,168,115,0.31547619047619047
Austin Reaves,2023.0,125,304,179,0.41118421052631576
Austin Reaves,2024.0,73,217,144,0.33640552995391704
Austin Rivers,2013.0,28,86,58,0.32558139534883723
Austin Rivers,2014.0,36,99,63,0.36363636363636365
Austin Rivers,2015.0,52,166,114,0.3132530120481928
Austin Rivers,2016.0,66,202,136,0.32673267326732675
Austin Rivers,2017.0,115,312,197,0.3685897435897436
Austin Rivers,2018.0,136,360,224,0.37777777777777777
Austin Rivers,2019.0,120,362,242,0.3314917127071823
Austin Rivers,2020.0,105,305,200,0.3442622950819672
Austin Rivers,2021.0,74,195,121,0.37948717948717947
Austin Rivers,2022.0,83,243,160,0.34156378600823045
Austin Rivers,2023.0,45,129,84,0.3488372093023256
Avery Bradley,2011.0,0,5,5,0.0
Avery Bradley,2012.0,27,76,49,0.35526315789473684
Avery Bradley,2013.0,42,134,92,0.31343283582089554
Avery Bradley,2014.0,79,200,121,0.395
Avery Bradley,2015.0,129,371,242,0.3477088948787062
Avery Bradley,2016.0,148,414,266,0.357487922705314
Avery Bradley,2017.0,148,392,244,0.37755102040816324
Avery Bradley,2018.0,75,203,128,0.3694581280788177
Avery Bradley,2019.0,86,245,159,0.3510204081632653
Avery Bradley,2020.0,63,173,110,0.36416184971098264
Avery Bradley,2021.0,33,101,68,0.32673267326732675
Avery Bradley,2022.0,82,210,128,0.3904761904761905
Avery Johnson,2004.0,0,3,3,0.0
Awvee Storey,2005.0,1,2,1,0.5
Awvee Storey,2006.0,3,7,4,0.42857142857142855
Awvee Storey,2008.0,0,7,7,0.0
Axel Toupane,2016.0,13,40,27,0.325
Axel Toupane,2017.0,1,4,3,0.25
Axel Toupane,2021.0,2,4,2,0.5
Ayo Dosunmu,2022.0,73,199,126,0.36683417085427134
Ayo Dosunmu,2023.0,59,189,130,0.31216931216931215
Ayo Dosunmu,2024.0,48,131,83,0.366412213740458
B.J. Johnson,2019.0,3,7,4,0.42857142857142855
B.J. Johnson,2020.0,4,10,6,0.4
B.J. Johnson,2022.0,4,10,6,0.4
Bam Adebayo,2018.0,0,8,8,0.0
Bam Adebayo,2019.0,3,15,12,0.2
Bam Adebayo,2020.0,2,15,13,0.13333333333333333
Bam Adebayo,2021.0,2,8,6,0.25
Bam Adebayo,2022.0,0,7,7,0.0
Bam Adebayo,2023.0,1,15,14,0.06666666666666667
Bam Adebayo,2024.0,1,11,10,0.09090909090909091
Baron Davis,2004.0,203,631,428,0.32171156893819336
Baron Davis,2005.0,118,354,236,0.3333333333333333
Baron Davis,2006.0,102,324,222,0.3148148148148148
Baron Davis,2007.0,110,347,237,0.3170028818443804
Baron Davis,2008.0,173,525,352,0.3295238095238095
Baron Davis,2009.0,99,328,229,0.3018292682926829
Baron Davis,2010.0,82,296,214,0.27702702702702703
Baron Davis,2011.0,81,239,158,0.3389121338912134
Baron Davis,2012.0,30,99,69,0.30303030303030304
Ben Bentil,2017.0,0,1,1,0.0
Ben Gordon,2005.0,141,353,212,0.39943342776203966
Ben Gordon,2006.0,180,419,239,0.4295942720763723
Ben Gordon,2007.0,179,430,251,0.41627906976744183
Ben Gordon,2008.0,142,346,204,0.41040462427745666
Ben Gordon,2009.0,190,468,278,0.405982905982906
Ben Gordon,2010.0,75,234,159,0.32051282051282054
Ben Gordon,2011.0,107,266,159,0.40225563909774437
Ben Gordon,2012.0,63,147,84,0.42857142857142855
Ben Gordon,2013.0,113,292,179,0.386986301369863
Ben Gordon,2014.0,8,29,21,0.27586206896551724
Ben Gordon,2015.0,35,97,62,0.36082474226804123
Ben Handlogten,2005.0,0,1,1,0.0
Ben Hansbrough,2013.0,6,26,20,0.23076923076923078
Ben McLemore,2014.0,95,297,202,0.31986531986531985
Ben McLemore,2015.0,140,391,251,0.35805626598465473
Ben McLemore,2016.0,67,185,118,0.3621621621621622
Ben McLemore,2017.0,65,169,104,0.38461538461538464
Ben McLemore,2018.0,55,159,104,0.34591194968553457
Ben McLemore,2019.0,17,41,24,0.4146341463414634
Ben McLemore,2020.0,195,488,293,0.39959016393442626
Ben McLemore,2021.0,99,286,187,0.34615384615384615
Ben McLemore,2022.0,151,417,266,0.36211031175059955
Ben Sheppard,2024.0,11,39,28,0.28205128205128205
Ben Simmons,2018.0,0,12,12,0.0
Ben Simmons,2019.0,0,6,6,0.0
Ben Simmons,2020.0,2,7,5,0.2857142857142857
Ben Simmons,2021.0,3,11,8,0.2727272727272727
Ben Simmons,2023.0,0,2,2,0.0
Ben Uzoh,2011.0,3,8,5,0.375
Ben Uzoh,2012.0,0,1,1,0.0
Ben Wallace,2004.0,1,11,10,0.09090909090909091
Ben Wallace,2005.0,1,13,12,0.07692307692307693
Ben Wallace,2006.0,0,5,5,0.0
Ben Wallace,2007.0,1,6,5,0.16666666666666666
Ben Wallace,2008.0,0,4,4,0.0
Ben Wallace,2010.0,0,2,2,0.0
Ben Wallace,2011.0,1,2,1,0.5
Ben Wallace,2012.0,1,4,3,0.25
Bennedict Mathurin,2023.0,100,310,210,0.3225806451612903
Bennedict Mathurin,2024.0,61,170,109,0.3588235294117647
Beno Udrih,2005.0,68,179,111,0.37988826815642457
Beno Udrih,2006.0,25,76,51,0.32894736842105265
Beno Udrih,2007.0,33,117,84,0.28205128205128205
Beno Udrih,2008.0,53,137,84,0.38686131386861317
Beno Udrih,2009.0,35,113,78,0.30973451327433627
Beno Udrih,2010.0,75,199,124,0.3768844221105528
Beno Udrih,2011.0,65,182,117,0.35714285714285715
Beno Udrih,2012.0,17,59,42,0.288135593220339
Beno Udrih,2013.0,34,102,68,0.3333333333333333
Beno Udrih,2014.0,23,54,31,0.42592592592592593
Beno Udrih,2015.0,30,113,83,0.26548672566371684
Beno Udrih,2016.0,15,44,29,0.3409090909090909
Beno Udrih,2017.0,11,32,21,0.34375
Bernard James,2013.0,0,2,2,0.0
Bernard James,2014.0,0,1,1,0.0
Bernard Robinson,2005.0,3,8,5,0.375
Bernard Robinson,2006.0,2,20,18,0.1
Bernard Robinson,2007.0,0,2,2,0.0
Bilal Coulibaly,2024.0,36,112,76,0.32142857142857145
Billy Garrett,2019.0,0,8,8,0.0
Billy Thomas,2005.0,17,56,39,0.30357142857142855
Billy Thomas,2006.0,10,34,24,0.29411764705882354
Billy Thomas,2008.0,5,18,13,0.2777777777777778
Bismack Biyombo,2016.0,0,1,1,0.0
Bismack Biyombo,2018.0,0,1,1,0.0
Bismack Biyombo,2021.0,0,1,1,0.0
Blake Ahearn,2008.0,10,34,24,0.29411764705882354
Blake Ahearn,2009.0,2,4,2,0.5
Blake Ahearn,2012.0,3,10,7,0.3
Blake Griffin,2011.0,7,24,17,0.2916666666666667
Blake Griffin,2012.0,2,17,15,0.11764705882352941
Blake Griffin,2013.0,5,28,23,0.17857142857142858
Blake Griffin,2014.0,13,51,38,0.2549019607843137
Blake Griffin,2015.0,11,32,21,0.34375
Blake Griffin,2016.0,7,20,13,0.35
Blake Griffin,2017.0,42,119,77,0.35294117647058826
Blake Griffin,2018.0,111,322,211,0.3447204968944099
Blake Griffin,2019.0,195,535,340,0.3644859813084112
Blake Griffin,2020.0,27,111,84,0.24324324324324326
Blake Griffin,2021.0,84,241,157,0.34854771784232363
Blake Griffin,2022.0,40,150,110,0.26666666666666666
Blake Griffin,2023.0,23,66,43,0.3484848484848485
Blake Wesley,2023.0,20,52,32,0.38461538461538464
Blake Wesley,2024.0,1,15,14,0.06666666666666667
Bo Outlaw,2004.0,0,4,4,0.0
Bob Sura,2004.0,21,79,58,0.26582278481012656
Bob Sura,2005.0,62,168,106,0.36904761904761907
Boban Marjanovic,2019.0,4,13,9,0.3076923076923077
Boban Marjanovic,2020.0,4,18,14,0.2222222222222222
Boban Marjanovic,2021.0,1,8,7,0.125
Boban Marjanovic,2022.0,1,4,3,0.25
Boban Marjanovic,2023.0,0,1,1,0.0
Boban Marjanovic,2024.0,0,1,1,0.0
Bobby Brown,2009.0,45,130,85,0.34615384615384615
Bobby Brown,2010.0,26,98,72,0.2653061224489796
Bobby Brown,2017.0,19,46,27,0.41304347826086957
Bobby Brown,2018.0,11,40,29,0.275
Bobby Jackson,2004.0,81,219,138,0.3698630136986301
Bobby Jackson,2005.0,36,114,78,0.3157894736842105
Bobby Jackson,2006.0,133,343,210,0.3877551020408163
Bobby Jackson,2007.0,54,165,111,0.32727272727272727
Bobby Jackson,2008.0,86,250,164,0.344
Bobby Jackson,2009.0,60,197,137,0.30456852791878175
Bobby Jones,2007.0,1,9,8,0.1111111111111111
Bobby Jones,2008.0,18,53,35,0.33962264150943394
Bobby Portis,2016.0,16,52,36,0.3076923076923077
Bobby Portis,2017.0,38,109,71,0.3486238532110092
Bobby Portis,2018.0,80,223,143,0.35874439461883406
Bobby Portis,2019.0,75,191,116,0.39267015706806285
Bobby Portis,2020.0,67,187,120,0.3582887700534759
Bobby Portis,2021.0,92,209,117,0.44019138755980863
Bobby Portis,2022.0,147,385,238,0.38181818181818183
Bobby Portis,2023.0,100,276,176,0.36231884057971014
Bobby Portis,2024.0,50,132,82,0.3787878787878788
Bobby Simmons,2004.0,2,12,10,0.16666666666666666
Bobby Simmons,2005.0,50,115,65,0.43478260869565216
Bobby Simmons,2006.0,110,262,152,0.4198473282442748
Bobby Simmons,2008.0,60,171,111,0.3508771929824561
Bobby Simmons,2009.0,117,262,145,0.44656488549618323
Bobby Simmons,2010.0,20,63,43,0.31746031746031744
Bobby Simmons,2011.0,0,3,3,0.0
Bobby Simmons,2012.0,21,64,43,0.328125
Bogdan Bogdanovic,2018.0,129,329,200,0.39209726443769
Bogdan Bogdanovic,2019.0,134,372,238,0.3602150537634409
Bogdan Bogdanovic,2020.0,164,441,277,0.37188208616780044
Bogdan Bogdanovic,2021.0,193,476,283,0.4054621848739496
Bogdan Bogdanovic,2022.0,183,495,312,0.3696969696969697
Bogdan Bogdanovic,2023.0,161,393,232,0.40966921119592875
Bogdan Bogdanovic,2024.0,137,371,234,0.3692722371967655
Bojan Bogdanovic,2015.0,102,289,187,0.35294117647058826
Bojan Bogdanovic,2016.0,129,338,209,0.3816568047337278
Bojan Bogdanovic,2017.0,160,437,277,0.36613272311212813
Bojan Bogdanovic,2018.0,172,431,259,0.3990719257540603
Bojan Bogdanovic,2019.0,171,408,237,0.41911764705882354
Bojan Bogdanovic,2020.0,189,457,268,0.4135667396061269
Bojan Bogdanovic,2021.0,215,537,322,0.40037243947858475
Bojan Bogdanovic,2022.0,192,501,309,0.38323353293413176
Bojan Bogdanovic,2023.0,145,353,208,0.41076487252124644
Bojan Bogdanovic,2024.0,75,183,108,0.4098360655737705
Bol Bol,2020.0,6,12,6,0.5
Bol Bol,2021.0,9,25,16,0.36
Bol Bol,2022.0,1,4,3,0.25
Bol Bol,2023.0,30,113,83,0.26548672566371684
Bol Bol,2024.0,3,5,2,0.6
Bones Hyland,2022.0,139,381,242,0.3648293963254593
Bones Hyland,2023.0,122,335,213,0.3641791044776119
Bones Hyland,2024.0,20,62,42,0.3225806451612903
Boniface N'Dong,2006.0,0,1,1,0.0
Bonzi Wells,2004.0,22,70,48,0.3142857142857143
Bonzi Wells,2005.0,36,104,68,0.34615384615384615
Bonzi Wells,2006.0,15,53,38,0.2830188679245283
Bonzi Wells,2007.0,1,7,6,0.14285714285714285
Bonzi Wells,2008.0,12,52,40,0.23076923076923078
Bonzie Colson,2019.0,5,21,16,0.23809523809523808
Boris Diaw,2004.0,6,26,20,0.23076923076923078
Boris Diaw,2005.0,9,50,41,0.18
Boris Diaw,2006.0,11,37,26,0.2972972972972973
Boris Diaw,2007.0,15,51,36,0.29411764705882354
Boris Diaw,2008.0,13,48,35,0.2708333333333333
Boris Diaw,2009.0,75,181,106,0.4143646408839779
Boris Diaw,2010.0,67,215,148,0.3116279069767442
Boris Diaw,2011.0,78,226,148,0.34513274336283184
Boris Diaw,2012.0,40,117,77,0.3418803418803419
Boris Diaw,2013.0,35,91,56,0.38461538461538464
Boris Diaw,2014.0,63,157,94,0.4012738853503185
Boris Diaw,2015.0,58,187,129,0.31016042780748665
Boris Diaw,2016.0,27,75,48,0.36
Boris Diaw,2017.0,26,95,69,0.2736842105263158
Bostjan Nachbar,2004.0,24,66,42,0.36363636363636365
Bostjan Nachbar,2005.0,75,196,121,0.3826530612244898
Bostjan Nachbar,2006.0,19,71,52,0.2676056338028169
Bostjan Nachbar,2007.0,130,313,183,0.41533546325878595
Bostjan Nachbar,2008.0,94,262,168,0.35877862595419846
Bracey Wright,2006.0,6,17,11,0.35294117647058826
Bracey Wright,2007.0,6,20,14,0.3
Brad Miller,2004.0,13,45,32,0.28888888888888886
Brad Miller,2005.0,5,21,16,0.23809523809523808
Brad Miller,2006.0,35,95,60,0.3684210526315789
Brad Miller,2007.0,5,33,28,0.15151515151515152
Brad Miller,2008.0,28,90,62,0.3111111111111111
Brad Miller,2009.0,28,63,35,0.4444444444444444
Brad Miller,2010.0,37,136,99,0.27205882352941174
Brad Miller,2011.0,40,107,67,0.37383177570093457
Brad Miller,2012.0,7,15,8,0.4666666666666667
Brad Wanamaker,2019.0,17,40,23,0.425
Brad Wanamaker,2020.0,49,129,80,0.3798449612403101
Brad Wanamaker,2021.0,16,85,69,0.18823529411764706
Brad Wanamaker,2022.0,4,17,13,0.23529411764705882
Bradley Beal,2013.0,91,236,145,0.3855932203389831
Bradley Beal,2014.0,160,396,236,0.40404040404040403
Bradley Beal,2015.0,129,322,193,0.40062111801242234
Bradley Beal,2016.0,105,271,166,0.3874538745387454
Bradley Beal,2017.0,252,654,402,0.3853211009174312
Bradley Beal,2018.0,220,575,355,0.3826086956521739
Bradley Beal,2019.0,209,596,387,0.35067114093959734
Bradley Beal,2020.0,170,481,311,0.35343035343035345
Bradley Beal,2021.0,142,418,276,0.3397129186602871
Bradley Beal,2022.0,63,210,147,0.3
Bradley Beal,2023.0,80,219,139,0.365296803652968
Bradley Beal,2024.0,32,89,57,0.3595505617977528
Brandan Wright,2009.0,0,4,4,0.0
Brandan Wright,2012.0,0,1,1,0.0
Brandan Wright,2013.0,0,3,3,0.0
Brandan Wright,2015.0,0,3,3,0.0
Brandan Wright,2017.0,0,1,1,0.0
Brandin Podziemski,2024.0,47,120,73,0.39166666666666666
Brandon Armstrong,2004.0,19,53,34,0.3584905660377358
Brandon Bass,2007.0,0,1,1,0.0
Brandon Bass,2008.0,0,5,5,0.0
Brandon Bass,2009.0,0,6,6,0.0
Brandon Bass,2011.0,0,2,2,0.0
Brandon Bass,2013.0,0,2,2,0.0
Brandon Bass,2014.0,2,6,4,0.3333333333333333
Brandon Bass,2015.0,9,32,23,0.28125
Brandon Bass,2016.0,0,2,2,0.0
Brandon Bass,2017.0,1,3,2,0.3333333333333333
Brandon Boston,2022.0,34,111,77,0.3063063063063063
Brandon Boston,2023.0,12,29,17,0.41379310344827586
Brandon Boston,2024.0,5,15,10,0.3333333333333333
Brandon Clarke,2020.0,27,69,42,0.391304347826087
Brandon Clarke,2021.0,20,77,57,0.2597402597402597
Brandon Clarke,2022.0,5,23,18,0.21739130434782608
Brandon Clarke,2023.0,1,6,5,0.16666666666666666
Brandon Davies,2014.0,2,10,8,0.2
Brandon Davies,2015.0,8,34,26,0.23529411764705882
Brandon Goodwin,2019.0,2,6,4,0.3333333333333333
Brandon Goodwin,2020.0,26,87,61,0.2988505747126437
Brandon Goodwin,2021.0,32,103,71,0.3106796116504854
Brandon Goodwin,2022.0,19,55,36,0.34545454545454546
Brandon Hunter,2004.0,0,3,3,0.0
Brandon Ingram,2017.0,55,187,132,0.29411764705882354
Brandon Ingram,2018.0,41,105,64,0.3904761904761905
Brandon Ingram,2019.0,31,94,63,0.32978723404255317
Brandon Ingram,2020.0,150,384,234,0.390625
Brandon Ingram,2021.0,143,375,232,0.38133333333333336
Brandon Ingram,2022.0,85,255,170,0.3333333333333333
Brandon Ingram,2023.0,64,164,100,0.3902439024390244
Brandon Ingram,2024.0,57,158,101,0.36075949367088606
Brandon Jennings,2010.0,157,429,272,0.36596736596736595
Brandon Jennings,2011.0,98,303,205,0.3234323432343234
Brandon Jennings,2012.0,129,388,259,0.3324742268041237
Brandon Jennings,2013.0,179,489,310,0.3660531697341513
Brandon Jennings,2014.0,154,457,303,0.33698030634573306
Brandon Jennings,2015.0,76,211,135,0.36018957345971564
Brandon Jennings,2016.0,51,155,104,0.32903225806451614
Brandon Jennings,2017.0,81,265,184,0.30566037735849055
Brandon Jennings,2018.0,9,35,26,0.2571428571428571
Brandon Knight,2012.0,105,276,171,0.3804347826086957
Brandon Knight,2013.0,120,327,207,0.3669724770642202
Brandon Knight,2014.0,110,338,228,0.3254437869822485
Brandon Knight,2015.0,125,321,196,0.3894080996884735
Brandon Knight,2016.0,120,351,231,0.3418803418803419
Brandon Knight,2017.0,45,139,94,0.3237410071942446
Brandon Knight,2019.0,41,129,88,0.3178294573643411
Brandon Knight,2020.0,45,131,86,0.3435114503816794
Brandon Knight,2022.0,4,17,13,0.23529411764705882
Brandon Miller,2024.0,75,188,113,0.39893617021276595
Brandon Paul,2018.0,15,54,39,0.2777777777777778
Brandon Roy,2007.0,55,146,91,0.3767123287671233
Brandon Roy,2008.0,73,215,142,0.3395348837209302
Brandon Roy,2009.0,91,237,146,0.38396624472573837
Brandon Roy,2010.0,75,233,158,0.3218884120171674
Brandon Roy,2011.0,42,128,86,0.328125
Brandon Roy,2013.0,0,9,9,0.0
Brandon Rush,2009.0,78,209,131,0.37320574162679426
Brandon Rush,2010.0,124,302,178,0.4105960264900662
Brandon Rush,2011.0,96,227,131,0.42290748898678415
Brandon Rush,2012.0,99,219,120,0.4520547945205479
Brandon Rush,2013.0,0,2,2,0.0
Brandon Rush,2014.0,16,47,31,0.3404255319148936
Brandon Rush,2015.0,4,29,25,0.13793103448275862
Brandon Rush,2016.0,69,169,100,0.40828402366863903
Brandon Rush,2017.0,44,114,70,0.38596491228070173
Brandon Sampson,2019.0,11,29,18,0.3793103448275862
Brandon Williams,2022.0,31,106,75,0.29245283018867924
Brandon Williams,2024.0,2,4,2,0.5
Braxton Key,2022.0,6,21,15,0.2857142857142857
Braxton Key,2024.0,1,4,3,0.25
Brendan Haywood,2004.0,0,1,1,0.0
Brendan Haywood,2010.0,0,1,1,0.0
Brendan Haywood,2011.0,0,1,1,0.0
Brendan Haywood,2013.0,0,1,1,0.0
Brent Barry,2004.0,114,252,138,0.4523809523809524
Brent Barry,2005.0,128,346,218,0.3699421965317919
Brent Barry,2006.0,97,236,139,0.4110169491525424
Brent Barry,2007.0,143,336,193,0.4255952380952381
Brent Barry,2008.0,67,153,86,0.43790849673202614
Brent Barry,2009.0,52,139,87,0.37410071942446044
Brevin Knight,2004.0,2,8,6,0.25
Brevin Knight,2005.0,3,20,17,0.15
Brevin Knight,2006.0,3,13,10,0.23076923076923078
Brevin Knight,2007.0,1,18,17,0.05555555555555555
Brevin Knight,2008.0,0,6,6,0.0
Brevin Knight,2009.0,0,6,6,0.0
Brian Bowen II,2020.0,0,2,2,0.0
Brian Bowen II,2021.0,0,1,1,0.0
Brian Cardinal,2004.0,55,124,69,0.4435483870967742
Brian Cardinal,2005.0,44,129,85,0.34108527131782945
Brian Cardinal,2006.0,14,31,17,0.45161290322580644
Brian Cardinal,2007.0,18,44,26,0.4090909090909091
Brian Cardinal,2008.0,25,81,56,0.30864197530864196
Brian Cardinal,2009.0,30,92,62,0.32608695652173914
Brian Cardinal,2010.0,3,9,6,0.3333333333333333
Brian Cardinal,2011.0,45,91,46,0.4945054945054945
Brian Cardinal,2012.0,11,50,39,0.22
Brian Cook,2004.0,0,5,5,0.0
Brian Cook,2005.0,78,199,121,0.39195979899497485
Brian Cook,2006.0,40,95,55,0.42105263157894735
Brian Cook,2007.0,49,122,73,0.4016393442622951
